Mkt-RF,SMB,HML,SMALL LoBM-RF,ME1 BM2-RF,SMALL HiBM-RF,BIG LoBM-RF,ME2 BM2-RF,BIG HiBM-RF,RF
6.13,-6.89,-2.93,0.1188,-0.6058,-3.2014,6.4348,6.6586,3.885,0.39
3.37,7.43,-6.55,13.2481,5.5275,3.8526,3.9087,-3.7925,0.2129,0.36
7.72,7.2,-8.74,18.5093,7.3238,6.3026,7.8347,0.1449,2.5623,0.44
-4.74,5.05,-0.45,0.0358,-0.715,0.3387,-5.4249,-3.443,-6.6321,0.41
2.45,22.14,-10.57,27.9491,15.015,12.5747,1.1077,-7.3256,-4.6549,0.43
5.2,-17.28,7.94,-14.1187,-4.3478,-1.9417,7.8955,11.9221,11.6037,0.47
-6.4,-7.71,8.56,-15.147,-6.0432,-4.994,-4.92,-0.1778,2.0502,0.46
-4.42,-5.01,2.43,-8.3513,-5.7724,-5.349,-4.1974,2.0916,-2.3459,0.5
4.64,14.03,-10.1,17.6112,8.4823,8.2308,4.7514,-6.4574,-6.0643,0.4
-2.51,-2.79,8.14,-7.7653,0.8564,1.7033,-3.5326,3.4265,3.2789,0.48
7.03,-1.13,-0.67,8.1486,4.9024,6.021,7.1254,7.4282,7.9045,0.5
-5.45,-1.39,6.25,-7.8389,-1.0418,-1.0083,-6.5058,1.6054,-0.8336,0.51
-2.76,-3.76,5.52,-8.9715,-1.8748,-2.1918,-2.6734,-0.6762,1.5864,0.56
-10.72,-2.79,11.3,-17.0097,-4.8678,-3.2564,-11.1601,-3.2965,-2.3108,0.51
1.19,0.97,7.33,2.262,8.467,7.9219,-0.603,7.9376,8.4064,0.5
3.13,6.57,-4.91,12.1787,4.7162,5.9849,3.058,0.6753,-0.5595,0.54
-10.05,-0.74,12.9,-13.0295,-0.9893,0.1309,-11.6569,-0.9991,0.9861,0.38
-7.26,0.34,6.46,-8.1018,-1.3631,-1.8425,-8.434,-2.1051,-1.7822,0.42
7.94,0.52,-4.69,10.1402,4.2564,4.8482,8.5408,4.681,4.4611,0.39
0.72,2.6,3.14,3.6403,4.3599,5.8589,0.0945,1.8101,4.1616,0.32
-1.94,6.05,-1.06,6.1978,4.6743,2.2937,-2.3821,-2.0007,-0.5938,0.28
-2.13,-4.36,5.59,-9.3853,-4.8455,-1.2557,-2.113,-1.2365,0.9314,0.3
-6.46,2.49,2.51,-7.5074,-3.0667,-1.5666,-7.2407,-4.2004,-8.1616,0.31
-9.25,-6.11,1.59,-17.4063,-13.4754,-14.2634,-8.3649,-10.133,-8.3214,0.28
2.46,7.61,-8.08,11.2067,4.8171,4.2749,3.1151,0.4614,-6.1145,0.22
7.54,-0.43,2.02,8.5708,7.3326,8.8257,7.7458,6.7228,11.5374,0.17
1.61,4.57,1.1,6.7699,6.5923,6.5645,0.4728,2.862,2.8766,0.15
-1.44,1.19,3.31,-5.061,0.5841,2.8535,-1.06,-1.7963,-2.3471,0.14
-2.29,-1.1,2.5,-8.1681,-1.2471,-1.0756,-2.6083,0.129,-4.7065,0.13
4.24,4.24,1.1,8.8931,7.1666,10.0734,3.4173,5.5697,4.4332,0.13
-5.2,5.94,3.93,-3.8839,2.4733,3.9833,-7.326,-0.6018,-7.3308,0.15
-1.38,-3.22,1.71,-6.776,-3.818,-2.6301,-1.4923,0.1582,-2.2273,0.14
-7.21,4.26,0.15,-7.3763,-3.1264,-2.5193,-7.5982,-6.0401,-12.1614,0.13
-8.18,-5.3,-3.41,-15.1791,-14.5531,-14.9924,-6.5494,-8.7097,-13.5605,0.15
0.5,-2.43,2.48,-0.6357,0.4583,-0.8989,-0.0519,1.0981,5.1724,0.14
-10.35,2.57,1.31,-8.643,-7.6448,-7.0579,-10.9447,-10.2083,-9.9066,0.14
7.84,-2.91,-5.44,6.8464,4.0823,0.239,9.9101,4.3579,5.6333,0.14
5.96,2.84,-1.14,13.3628,7.8305,7.2316,5.0857,5.8908,8.9425,0.12
-5.76,0,2.25,-8.9495,-4.3894,-3.8721,-6.3959,-3.8448,-6.9711,0.11
-2.57,1.39,-0.94,-2.3359,-2.7395,-1.44,-2.843,-2.2258,-5.6188,0.1
-1.88,-0.36,-1.43,-3.8185,-2.3449,-3.5265,-1.4392,-2.5858,-4.5875,0.09
1.09,0.9,-2.1,1.6123,0.5162,0.6725,1.591,0.1839,-1.6773,0.1
8.22,0.55,1.05,10.9894,9.3213,9.1466,7.5229,8.8061,11.4645,0.1
6.05,4.7,-0.3,13.2186,10.8089,9.8238,5,6.9626,7.7925,0.09
1.42,1.66,0.68,2.1107,2.3974,3.7709,1.1618,1.2763,0.8548,0.1
2.35,5.35,-1.08,8.0208,5.8987,6.97,1.8218,2.3044,0.717,0.07
2.34,2.69,2.1,4.4496,4.8221,6.4497,1.9923,1.481,4.1836,0.07
-1.24,0.77,0,-1.7976,-1.9776,0.6685,-1.1925,-0.5715,-3.6555,0.08
6.08,2.84,1.88,8.3098,7.9917,10.8243,5.0341,7.2834,6.2846,0.07
1.35,2.16,1.95,2.7365,3.5617,4.8863,0.7788,1.4054,2.5346,0.07
4.29,-3.07,2.39,0.9919,2.4201,3.0952,4.1885,4.6755,6.8597,0.08
2.15,2.76,1.95,3.6793,3.6857,6.8517,1.5039,2.2055,2.2347,0.07
1.4,-1.43,0.5,0.5284,0.8858,0.0812,1.1767,1.9933,2.6144,0.06
-1.32,1.76,0.23,1.2028,0.3181,0.3267,-2.0542,-0.6722,-0.7144,0.09
-1.83,-2.1,-2.65,-3.4989,-3.4207,-6.2706,-0.4056,-3.5488,-2.9415,0.08
1.17,-0.18,-0.36,1.1039,1.0245,0.6435,1.3003,0.9615,1.0442,0.06
1.86,2.23,1.34,3.2666,4.7149,4.4771,1.2705,1.7467,2.7414,0.08
-4.06,-3.79,4.11,-9.9433,-5.3862,-4.7272,-4.6476,-2.385,-1.6401,0.1
0.08,-1.58,0.97,-2.419,-0.2816,-1.017,-0.4954,1.471,0.046,0.11
1.6,3.04,-0.24,5.5981,4.8581,3.4297,0.7735,1.5414,2.4653,0.11
1.43,0.31,-0.61,2.9137,1.2258,1.2715,1.5813,0.9081,1.9993,0.11
4.54,3.9,1.81,8.072,8.5956,9.2562,3.4976,4.7986,5.938,0.15
3.43,0.13,-0.07,4.1462,2.2369,4.0503,3.5159,3.0618,3.4669,0.16
-2.76,-1.52,1.96,-5.6356,-3.3573,-2.6078,-3.1569,-1.6327,-2.2634,0.16
1.89,-0.5,1.65,0.4669,2.0385,2.7612,1.884,2.0025,2.8919,0.16
-1.97,-1.41,1.57,-4.2866,-2.4296,-2.254,-1.539,-2.7792,-0.4359,0.21
-2.61,-4,-0.35,-6.5716,-6.1872,-6.3864,-1.9802,-2.3046,-2.8599,0.21
3.65,2.87,-0.81,7.1347,6.0169,5.4125,3.5376,2.7835,3.6356,0.24
0.57,2.59,2.65,2.4611,3.9246,4.3007,-1.0127,1.4693,2.4463,0.23
3.92,2.93,-0.51,6.5297,6.5907,6.1099,4.3412,2.3702,3.7326,0.24
-1.22,-0.92,1.27,-2.4963,-1.4231,-1.495,-1.6012,-0.99,-0.0718,0.3
0.49,-0.58,0.77,0.1345,0.4035,0.2025,0.0608,0.9029,1.5238,0.29
-2.02,-1.21,0.23,-4.0946,-2.8609,-2.7005,-1.4009,-2.2882,-2.327,0.27
3.61,0.91,-1.18,4.8855,4.2093,3.5688,3.7708,3.4492,2.7228,0.31
-0.25,-0.46,0.44,-0.4288,-0.6711,-0.4721,-1.0408,0.9684,-0.124,0.32
3.04,5.42,1.12,8.2126,9.0235,7.8071,1.4659,3.1946,4.1198,0.35
-0.3,-0.38,-0.25,-0.7796,-0.6638,-0.6802,-0.5213,0.6519,-1.1286,0.34
1.46,3.55,0.61,3.8971,4.7159,5.273,1.2978,0.8052,1.1338,0.37
0.73,-1.34,2.59,-1.0139,0.6058,0.8497,-0.423,1.9736,2.898,0.36
-3.57,-3.04,2.55,-8.1697,-5.2351,-4.3397,-3.4779,-2.9508,-2.2006,0.43
-0.35,-0.35,0.87,-0.9519,-0.0962,-0.2234,-0.4823,-0.2697,0.5355,0.4
-0.78,-4.08,2.94,-6.2949,-3.1146,-2.6033,-1.1647,0.3664,1.0174,0.4
2.03,0.9,-1.72,2.8256,2.2132,2.1916,2.955,1.4107,0.1578,0.42
1.84,-1.37,0.05,0.5239,0.6385,0.7163,2.0898,1.9138,1.9892,0.41
3.23,1.73,-0.04,5.5988,4.6004,4.4611,2.9552,2.5189,4.0038,0.41
1.71,0.86,0.07,2.2592,2.3173,2.5671,1.4019,1.9391,1.2269,0.42
0.87,-1.1,3.16,-1.1442,0.2609,2.0235,-0.0658,1.4222,3.0874,0.4
1.4,0.1,-0.11,1.9177,0.404,1.923,1.4628,1.2497,1.2279,0.44
-1.96,1.32,-0.09,-0.5421,-0.5011,-1.1327,-2.3373,-1.8793,-1.9335,0.38
0.68,-0.06,-0.22,0.9921,0.8145,0.2341,0.4243,1.0735,0.7365,0.43
3.49,-2.06,-1.15,1.911,1.6321,1.0273,4.4042,3.3766,2.9836,0.44
3.24,0.03,-0.05,3.7543,3.5539,2.6603,2.7877,3.3104,3.7893,0.41
-1.96,0.77,-1.13,-0.9296,-1.4421,-2.1007,-1.4535,-2.8051,-2.5366,0.4
-3.73,-2.51,-3.34,-5.2553,-6.1723,-8.2207,-1.8142,-4.7572,-5.5334,0.4
0.92,-0.13,-2.24,1.3096,1.7513,-1.2248,1.3619,1.4391,-0.5771,0.42
3.22,-2.29,-1.87,2.3227,0.4368,-0.1118,4.4515,1.9262,3.1547,0.32
1.8,0.22,-2.59,3.435,1.3436,0.2692,2.7402,0.9318,0.7193,0.32
-4.83,-2.63,-1.18,-7.5025,-7.1412,-8.0083,-3.5119,-5.8718,-5.3684,0.34
-0.87,0.2,-0.52,0.0663,-1.2051,-0.9184,-0.6649,-1.2747,-0.7116,0.27
-6.36,-0.89,3.65,-8.6034,-6.1841,-4.4018,-7.6351,-4.3354,-4.5365,0.21
-3.09,-0.23,-0.95,-4.3829,-3.0757,-3.8171,-2.3202,-3.4802,-4.7804,0.13
-0.93,0.94,-0.15,-1.7003,0.9088,-0.1796,0.637,-3.2562,-1.1756,0.17
4.6,-1.64,-0.96,5.0072,3.073,1.6394,3.5774,6.0394,5.0221,0.18
1.86,3.21,-1.38,5.33,5.3362,3.045,2.082,0.382,1.6025,0.18
-8.44,1.27,-2.43,-7.6252,-7.7102,-8.7092,-7.3649,-9.357,-11.1387,0.17
-0.77,2.47,5.81,2.0684,2.4761,5.4051,-1.4788,-2.8045,6.8116,0.15
1.53,3.61,1.56,2.9239,3.8159,6.8718,1.3187,0.9828,0.481,0.13
-9.24,-1.13,6.33,-11.3444,-7.4925,-6.6166,-9.7811,-10.4226,-1.8489,0.15
-17.23,-2.33,-2.89,-22.061,-19.2667,-20.5673,-15.0669,-17.491,-22.3461,0.08
-7.86,-2.99,-5.94,-12.0997,-10.8242,-14.3886,-6.0771,-6.6009,-15.6733,0.03
1.74,3.59,-0.24,5.0134,4.4526,5.2002,1.8129,0.9211,1.1523,0
-8.12,-0.01,-11.1,-7.459,-10.2012,-15.8943,-4.991,-9.7739,-18.7514,0
-10.1,0.17,-7.25,-9.67,-11.1767,-15.1152,-7.4382,-12.5286,-16.4917,0.01
8.95,-0.09,3.53,9.1012,10.3739,10.8273,8.1269,8.9793,13.452,0.02
10.19,4.83,5.46,16.5361,16.616,17.284,7.4677,10.8261,17.6488,0.01
5.21,-2.33,-0.21,3.7055,3.0481,2.4378,4.5972,6.1534,5.4403,0
0.43,2.61,-2.71,5.242,1.6267,0.8433,1.196,-1.4806,0.177,0.01
7.72,2.07,5.28,6.6529,10.1616,14.0829,6.7004,8.1729,9.821,0.01
3.33,-0.9,7.76,1.1231,2.8158,8.7357,1.8539,3.7537,9.7592,0.01
4.08,2.45,0.92,6.5359,5.5799,7.5682,3.5487,4.4333,4.3501,0.01
-2.59,-4.22,-4.17,-6.8041,-6.1239,-9.3815,-0.5892,-2.6852,-6.361,0
5.56,-2.49,-0.17,1.718,2.0422,4.0862,6.6208,4.8007,3.9095,0
2.75,6.11,0.01,8.3708,8.1093,8.5422,1.8903,3.0735,1.7423,0.01
-3.36,0.38,0.31,-3.6856,-3.027,-2.7808,-4.0628,-2.2286,-4.3552,0
3.4,1.2,3.16,3.4717,3.9438,7.5523,3.1383,2.8337,5.3835,0
6.31,1.42,2.1,7.0406,8.0906,8.8778,5.3257,6.7291,7.6799,0.01
2,4.98,2.81,4.1733,6.1295,9.3835,0.9707,2.3856,1.3858,0.01
-7.89,0.05,-2.38,-6.0481,-7.0611,-10.4567,-7.4511,-8.4447,-7.8124,0.01
-5.56,-1.97,-4.5,-5.9979,-7.4489,-10.9869,-4.5891,-5.333,-8.5936,0.01
6.93,0.16,-0.27,6.9098,6.6736,7.2195,6.6874,7.7779,5.8459,0.01
-4.77,-3,-1.95,-6.8768,-7.918,-8.5882,-4.1073,-3.9744,-6.2988,0.01
9.54,3.92,-3.12,14.1223,12.5507,11.0195,10.0261,9.0206,6.8956,0.01
3.88,1.15,-2.59,4.7777,4.0527,3.5955,4.6337,3.7146,0.6381,0.01
0.6,3.7,-0.9,3.5366,4.2423,3.2558,0.5224,0.4101,-1.0043,0.01
6.82,0.7,3.81,7.0684,8.3018,9.5081,4.9005,7.8152,10.0727,0.01
1.99,-2.47,0.81,-0.3427,-0.1218,0.472,2.0542,2.4975,2.8597,0.01
3.49,1.52,1.09,5.0055,5.4122,5.3909,2.6126,4.2329,4.3973,0.01
0.45,2.6,-1.55,3.4878,2.5117,1.9183,0.0918,1.4505,-1.4392,0.01
2.9,-0.34,-2.51,3.496,2.0662,1.0287,3.6683,2.8444,1.1087,0
-1.27,-0.7,-2.06,-1.5599,-2.0347,-3.397,-0.536,-1.5307,-2.8282,0
-1.75,-0.18,-0.31,-1.9844,-1.8829,-1.9619,-1.4872,-1.6806,-2.1289,0
-2.36,-1.31,-1.23,-4.4699,-3.97,-3.4073,-0.8948,-2.6131,-4.4229,0
-5.99,-3.06,-2.44,-8.9985,-9.102,-9.8745,-4.1416,-6.5052,-8.1429,0.01
-7.59,-3.48,-1.46,-11.0398,-11.5458,-10.9564,-6.3412,-7.4113,-9.3369,0
11.35,3.41,-0.17,15.5261,15.7129,13.2344,9.9704,12.3648,11.9142,0
-0.28,-0.17,-0.35,-1.8651,-0.1093,-0.25,-0.2262,1.0502,-2.5383,0
0.74,-0.71,1.74,-0.4894,0.5696,1.1734,-0.1642,1.8865,1.6531,0
5.05,2.15,-1.09,7.9532,7.0818,5.8473,5.6153,3.2899,5.5342,0
4.42,-1.75,0.09,3.4033,2.4147,2.8384,4.6926,3.7542,5.4466,0
3.11,-0.61,0.87,2.4855,2.948,2.7628,3.783,0.9857,5.2464,0
-0.85,-0.52,-0.47,-1.3546,-2.1234,-0.9655,-0.5746,-0.411,-1.9023,0
-6.19,0.02,-0.62,-6.223,-6.5921,-6.0873,-5.6669,-6.2656,-7.0335,0.01
3.89,0.77,0.44,5.8424,4.3935,4.6005,2.7984,4.8014,4.9197,0
0.79,-2.58,-0.25,-3.0247,-0.7342,-1.8171,1.2481,1.3832,-0.4658,0
2.55,0.41,1.28,3.052,3.5695,3.3825,2.4328,1.6902,4.6557,0.01
2.73,0.5,1.52,3.1624,3.7076,3.8872,1.8527,3.218,4.1753,0.01
-1.76,-1.14,3.79,-3.9498,-1.282,-0.7544,-2.6456,-1.6628,1.7463,0.01
0.78,0.59,-0.96,0.9673,1.0189,0.7203,1.1687,0.2776,-0.5111,0.01
1.18,1.47,3.55,2.6229,3.403,4.4006,-0.2397,1.1533,5.0899,0.01
5.57,0.39,0.92,7.0522,6.1216,5.9534,4.5996,5.824,7.5323,0
1.29,-0.45,0,1.0891,0.7631,0.9996,1.3256,1.4489,1.4178,0
4.03,0.79,-0.26,5.3683,4.3456,4.5522,3.6879,4.235,3.9812,0
1.55,-2.44,0.59,-0.829,-1.0825,0.0029,1.6855,1.673,2.0407,0
2.8,1.67,2.55,5.1612,5.4451,5.0141,2.0441,1.274,7.2945,0
-1.2,1.22,-0.19,0.0057,-0.047,-0.3091,-1.8129,-0.3134,-1.8693,0
5.65,1.86,0.55,7.414,7.1918,7.8117,5.5534,5.0166,6.2628,0
-2.71,0.3,-2.78,-0.8819,-3.6395,-3.8177,-1.7389,-3.1524,-4.3624,0
3.77,2.94,-1.18,6.0257,6.7576,5.5214,4.1676,3.0094,2.3039,0
4.18,-1.49,1.15,1.1286,2.9675,4.0682,4.4981,4.2829,3.8494,0
3.12,1.24,0.24,4.888,4.1148,4.3268,3.3632,1.8582,4.3975,0
2.81,-0.5,-0.3,1.9879,2.5958,1.7671,2.4257,3.3758,2.0499,0
-3.32,0.87,-2.08,-0.1452,-4.2073,-3.7014,-3.1493,-3.7513,-3.759,0
4.65,0.33,-0.39,3.9536,4.9113,5.0121,5.0192,4.6761,3.1815,0
0.43,-1.89,5.09,-3.3728,1.1194,1.4527,-0.8554,1.2215,4.4959,0
-0.19,-4.25,1.14,-6.1426,-3.1006,-2.8891,0.2703,1.0474,-0.7036,0
2.06,-1.83,-0.26,-0.6433,0.8587,0.0439,2.4958,1.9755,1.2841,0
2.61,3.06,-0.74,7.2364,4.8816,4.4897,1.7456,2.6484,3.0196,0
-2.04,-4.23,0.01,-6.3015,-6.2824,-5.4054,-1.4398,-1.5223,-2.3238,0
4.24,0.37,-0.57,5.0641,4.0127,4.5161,4.9729,3.1326,4.3868,0
-1.97,-3.82,-1.22,-4.7094,-5.4375,-6.4312,-1.1902,-2.0136,-1.905,0
2.52,4.23,-1.69,7.4129,5.8639,5.3223,2.8098,1.5885,1.5233,0
2.55,-2.06,-2.99,1.7353,-0.3683,-0.8716,3.794,2.4716,0.4229,0
-0.06,2.54,2.07,2.38,2.527,3.2995,-1.2085,-0.203,2.0113,0
-3.11,-0.57,-3.47,-2.975,-4.8089,-5.1063,-1.5549,-3.2666,-6.3582,0
6.13,0.53,-1.77,7.4759,6.8499,5.1275,6.6039,5.8353,5.4116,0
-1.12,3.05,-0.45,2.1299,1.7142,1.1173,-1.3323,-1.6251,-1.2266,0
0.59,-2.97,1.85,-3.1616,-1.9548,-0.7363,0.266,1.2573,1.5365,0
1.36,0.94,-1.33,3.1244,2.4268,0.8501,1.3112,1.3505,0.9272,0
-1.53,2.81,-0.81,2.4437,0.3013,0.5187,-1.7012,-2.0598,-1.3926,0
1.54,-4.15,-4.14,-0.2772,-2.4187,-5.6146,3.0555,0.9593,0.1214,0
-6.04,0.49,2.69,-8.9313,-4.7236,-3.2525,-6.2457,-5.6046,-6.5345,0
-3.08,-2.64,0.53,-7.7339,-4.5454,-4.8528,-2.248,-2.8917,-4.0762,0
7.75,-1.98,-0.09,4.4412,6.6255,5.8869,7.9612,8.6144,6.3272,0
0.56,3.64,-0.51,5.785,3.2656,3.6719,0.4726,-0.2447,1.5626,0
-2.17,-2.81,-2.57,-3.8108,-5.0272,-6.7684,-1.3136,-2.367,-3.4899,0.01
-5.77,-3.39,2.1,-13.845,-7.8412,-6.8473,-5.1913,-5.1811,-7.9961,0.01
-0.07,0.78,-0.48,-0.6955,0.9298,0.5089,-0.0199,0.5871,-2.1776,0.02
6.96,0.89,1.14,7.8888,7.7673,8.5433,6.5801,6.7542,8.2062,0.02
0.92,0.67,3.25,2.4526,1.1367,3.7272,-0.6356,1.3385,4.5927,0.01
1.78,-0.26,-1.8,2.3223,1.2683,0.2182,2.1184,1.8355,0.625,0.01
-0.05,0.65,-1.49,0.5308,-0.7082,0.0972,0.0245,0.4464,-2.514,0.02
3.95,2.64,-1.13,6.9806,5.7648,5.8558,4.8005,2.218,3.6609,0.02
0.5,1.17,3.34,0.9393,2.6873,3.456,-0.4212,0.2411,3.7431,0.02
0.25,2.01,-1.49,3.3251,1.4093,1.1939,0.4622,-0.1882,-0.3797,0.02
-2.02,-4.36,4.16,-8.2974,-5.0429,-3.0464,-2.1121,-2.1555,0.9649,0.02
4.86,5.48,8.27,8.7917,12.367,14.7938,1.7897,5.3958,12.3363,0.01
1.82,0.08,3.61,-0.5095,2.7808,4.5317,1.2563,1.8837,3.4322,0.03
1.94,-1,-2.75,2.0793,-0.1713,-0.5754,3.2282,0.7238,0.3892,0.04
3.57,-1.99,-1.79,3.6106,0.9919,0.303,4.3567,2.4413,4.0867,0.04
0.17,1.2,-3.17,2.3195,-0.1279,-0.4064,1.0504,-0.305,-2.5547,0.03
1.09,0.73,-1.91,1.6872,1.4773,0.7345,1.9693,0.6419,-0.8919,0.05
1.06,-2.54,-3.75,-0.9471,-1.6548,-3.9019,2.9013,-0.1313,-1.6533,0.06
0.78,2.15,1.32,4.7193,2.9497,3.1743,-0.1861,0.5711,3.9987,0.06
1.87,-1.42,-0.28,0.6544,0.4937,0.5512,2.4878,1.4254,2.0399,0.07
0.16,-1.71,-2.26,-0.5937,-2.2579,-2.5847,1.3175,-0.3972,-1.2179,0.09
2.51,4.53,3.02,5.6128,8.1398,8.2462,1.2279,2.5487,4.6341,0.09
2.25,-1.95,-0.08,0.2341,0.2379,0.6779,3.3102,0.9942,2.6998,0.09
3.12,-0.63,0.02,2.3243,2.7335,2.5992,3.3729,3.0335,3.1394,0.08
1.06,-1.27,0.11,0.7597,-0.7441,-0.0127,0.8524,1.1216,1.8424,0.09
5.58,-3.06,-1.41,3.0818,2.9539,1.6092,6.5476,5.0927,5.1957,0.11
-3.65,0.28,-1.2,-3.1955,-3.753,-3.9833,-2.5856,-4.9857,-4.2024,0.11
-2.35,3.95,-0.08,1.0002,0.8002,1.8219,-2.4083,-2.4252,-3.3993,0.12
0.29,1.08,0.5,0.9966,0.9826,2.0581,0.5034,-0.1397,0.4422,0.14
2.65,5.24,-3.13,7.848,7.2744,5.6504,3.6195,1.8699,-0.4364,0.14
0.48,1.15,-2.41,2.7303,0.1592,0.408,1.1205,0.1122,-1.3774,0.14
